Customer_ID,Customer_Name,Month,Dish_Ordered,Quantity_Ordered,Order_Time,Payment_Method
6233,Sunita Sen,December,Chilly Chicken (Full 12 Pcs),3,Evening,UPI
9045,Sunita Sen,February,Aloo Posto,2,Night,UPI
3236,Priya Sharma,October,Onion Dosa,3,Morning,Wallet
2773,Rajesh Gupta,August,Parota,4,Afternoon,UPI
2239,Arvind Das,November,Chicken Biryani,3,Morning,UPI
7137,Meera Iyer,October,Jeera Rice,1,Night,Card
3779,Anirban Roy,April,Chicken Masala,4,Morning,Card
3641,Arvind Das,November,Dhal Fry,3,Night,Cash
1048,Meera Iyer,September,Chicken Noodles,1,Morning,UPI
7087,Anirban Roy,November,Egg Fried Rice,5,Night,Card
5604,Anirban Roy,December,Kashmiri Aloo Dum,5,Afternoon,UPI
2360,Sunita Sen,August,Tomato Fry,5,Morning,Wallet
1370,Meera Iyer,March,Chilly Chicken (Full 12 Pcs),2,Evening,Wallet
5716,Arvind Das,November,Chilly Chicken (Half 6 Pcs),1,Night,Card
8345,Anirban Roy,October,Plain Dosa (2 Pcs),4,Morning,Card
8969,Priya Sharma,August,Chilly Chicken (Half 6 Pcs),2,Night,Wallet
3363,Rajesh Gupta,April,Egg Chilly,2,Afternoon,UPI
9282,Soham Bose,May,Kabab Half (4 Pcs),2,Morning,UPI
7837,Sunita Sen,May,Mutter Paneer,1,Morning,UPI
8319,Arvind Das,May,Egg Biryani,5,Afternoon,Card
6862,Sunita Sen,January,Egg Masala (Single),3,Morning,Wallet
8359,Priya Sharma,September,Egg Burji (2 Eggs),1,Night,Wallet
8686,Anirban Roy,October,Tomato Fry,2,Morning,Wallet
3698,Soham Bose,August,Chicken Do Pyaza,2,Night,Wallet
9204,Soham Bose,September,Egg Noodles,4,Afternoon,Wallet
8465,Sunita Sen,May,Roti,3,Evening,Card
4090,Anirban Roy,June,Mutter Paneer,1,Evening,Card
6600,Sunita Sen,November,Ghee Rice,2,Night,Card
6340,Anirban Roy,November,Egg Torka,2,Morning,UPI
2550,Meera Iyer,September,Paneer Chilly,5,Afternoon,Cash
5300,Sunita Sen,November,Idly (3 Pcs),1,Afternoon,Cash
6277,Rajesh Gupta,August,Veg Fried Rice,2,Evening,UPI
4653,Priya Sharma,May,Masala Rice,2,Night,Cash
2525,Sunita Sen,March,Veg Meals,4,Afternoon,Wallet
6803,Meera Iyer,January,Paneer Manchurian,1,Evening,Wallet
1470,Priya Sharma,June,Kashmiri Aloo Dum,1,Night,Wallet
4378,Arvind Das,December,Mutton Masala (Kosha/Fry/Kadai),1,Morning,Wallet
7567,Priya Sharma,September,Veg Fried Rice,3,Night,Card
8326,Anirban Roy,November,Paneer Manchurian,3,Afternoon,Cash
1841,Anirban Roy,January,Channa Masala,5,Evening,Card
6961,Priya Sharma,July,Egg Chilly,1,Night,Cash
1976,Sunita Sen,January,Plain Dosa (2 Pcs),3,Afternoon,UPI
3581,Soham Bose,February,Plain Dosa (2 Pcs),3,Afternoon,UPI
1611,Rajesh Gupta,April,Aloo Mutter/Aloo Gobi,2,Afternoon,Cash
6289,Meera Iyer,August,Veg Fried Rice,4,Morning,Wallet
1696,Arvind Das,September,Kabab Full (8 Pcs),1,Morning,Cash
1128,Sunita Sen,April,Chicken Pepper Masala,4,Afternoon,Wallet
7504,Arvind Das,April,Chicken Fry,5,Evening,Card
4601,Soham Bose,January,Butter Chicken,3,Evening,Wallet
8327,Meera Iyer,February,Onion Dosa,1,Morning,Cash
5708,Arvind Das,October,Cylon/Kerala Parota,5,Evening,UPI
9220,Meera Iyer,January,Masala Dosa,4,Morning,Cash
3137,Arvind Das,November,Butter Chicken,2,Morning,Cash
9623,Sunita Sen,July,Palak Paneer,2,Night,Cash
3138,Rajesh Gupta,June,Dhal Fry,3,Afternoon,Wallet
1343,Meera Iyer,February,Cylon/Kerala Parota,1,Night,UPI
8683,Meera Iyer,September,Katla (Fry/Curry),3,Night,Wallet
3707,Soham Bose,May,Green Peas Masala,1,Morning,Cash
1825,Arvind Das,July,Gobi Manchurian,3,Morning,Card
8585,Soham Bose,June,Butter Dhal Fry,1,Morning,Cash
1635,Priya Sharma,March,Kashmiri Aloo Dum,3,Afternoon,UPI
5933,Anirban Roy,November,Chicken Fry,3,Evening,Wallet
8476,Priya Sharma,April,Chicken Biryani,3,Morning,Wallet
8043,Meera Iyer,March,Butter Chicken,2,Afternoon,Card
7240,Anirban Roy,July,Gobi Manchurian,4,Evening,UPI
6232,Priya Sharma,June,Egg Fried Rice,1,Night,Wallet
9986,Soham Bose,July,Veg Noodles,5,Morning,Wallet
8030,Rajesh Gupta,August,Aloo Mutter/Aloo Gobi,5,Evening,Wallet
9297,Sunita Sen,February,Chicken Kosha,4,Night,UPI
5374,Soham Bose,March,Butter Dhal Fry,2,Evening,Wallet
1957,Rajesh Gupta,March,Gobi Manchurian,3,Night,Card
5564,Priya Sharma,April,Mutton Biryani,1,Evening,Wallet
8515,Rajesh Gupta,November,Paneer Chilly,3,Night,Cash
4437,Meera Iyer,December,Bangda Fry (Ayala),4,Evening,UPI
3551,Meera Iyer,September,Masala Rice,2,Morning,Card
8486,Priya Sharma,May,Math Curry,3,Morning,Wallet
9824,Rajesh Gupta,January,Egg Burji (2 Eggs),5,Evening,Cash
7908,Rajesh Gupta,September,Omlet (Single),3,Evening,Cash
9762,Priya Sharma,December,Egg Burji (2 Eggs),1,Evening,Wallet
9803,Soham Bose,August,Kabab Full (8 Pcs),1,Morning,Wallet
3098,Soham Bose,June,Gobi Manchurian,4,Night,Card
8056,Sunita Sen,September,Egg Fried Rice,3,Evening,Wallet
9048,Anirban Roy,May,Egg Fried Rice,2,Evening,Card
8525,Soham Bose,August,Chicken Do Pyaza,3,Evening,Wallet
6946,Priya Sharma,November,Aloo Mutter/Aloo Gobi,4,Evening,UPI
8447,Sunita Sen,May,Egg Masala (Double),4,Morning,UPI
6683,Priya Sharma,June,Veg Meals,4,Evening,Cash
8022,Soham Bose,November,Chicken Fried Rice,1,Evening,Wallet
3381,Anirban Roy,August,Veg Meals,3,Morning,Cash
5062,Sunita Sen,February,Gobi Manchurian,1,Evening,UPI
8513,Rajesh Gupta,June,Egg Biryani,5,Afternoon,Cash
1031,Meera Iyer,December,Chilly Chicken (Half 6 Pcs),2,Afternoon,Card
3574,Meera Iyer,June,Chicken Curry,5,Evening,Card
6776,Arvind Das,May,Chicken Curry,3,Evening,Wallet
1578,Sunita Sen,October,Mutter Paneer,4,Night,Wallet
4539,Meera Iyer,January,Veg Meals,5,Morning,Card
1970,Sunita Sen,September,Egg Burji (2 Eggs),1,Morning,UPI
5390,Arvind Das,April,Ghee Rice,2,Night,Wallet
4247,Soham Bose,June,Onion Dosa,1,Evening,Card
2835,Arvind Das,February,Rohu (Fry/Curry),4,Afternoon,UPI
6880,Meera Iyer,May,Rohu (Fry/Curry),1,Morning,Card
4968,Priya Sharma,February,Plain Rice,5,Evening,Card
1615,Soham Bose,June,Ghee Rice,1,Afternoon,Cash
7684,Sunita Sen,November,Idly (3 Pcs),5,Morning,Cash
1198,Priya Sharma,May,Paneer Manchurian,2,Night,Cash
3565,Soham Bose,April,Egg Torka,3,Morning,Cash
8461,Sunita Sen,May,Egg Biryani,5,Evening,Cash
7797,Soham Bose,August,Veg Fried Rice,2,Evening,Cash
7826,Anirban Roy,March,Green Peas Masala,3,Evening,Wallet
7451,Sunita Sen,January,Kabab Full (8 Pcs),2,Afternoon,Cash
7682,Rajesh Gupta,January,Gobi Manchurian,3,Afternoon,Card
5315,Soham Bose,February,Veg Noodles,3,Afternoon,Card
9607,Meera Iyer,August,Plain Rice,2,Evening,Cash
1125,Sunita Sen,January,Egg Masala (Double),5,Morning,Card
8566,Arvind Das,May,Mutton Masala (Kosha/Fry/Kadai),5,Night,UPI
9441,Anirban Roy,March,Chicken Do Pyaza,1,Evening,Cash
3086,Rajesh Gupta,October,Masala Rice,3,Morning,Wallet
2540,Priya Sharma,June,Parota,5,Afternoon,Card
1929,Arvind Das,March,Veg Noodles,3,Night,Wallet
6722,Meera Iyer,August,Mutton Biryani,1,Afternoon,Cash
4798,Anirban Roy,January,Chicken Fry,3,Afternoon,Card
1201,Anirban Roy,December,Idly (3 Pcs),3,Morning,Card
4623,Meera Iyer,July,Jeera Rice,1,Night,Wallet
9658,Soham Bose,December,Bangda Fry (Ayala),4,Evening,UPI
1619,Priya Sharma,June,Chicken Biryani,2,Night,Wallet
8910,Rajesh Gupta,March,Plain Rice,1,Evening,Card
2426,Anirban Roy,July,Veg Noodles,3,Night,Cash
5014,Arvind Das,June,Chicken Kosha,4,Afternoon,UPI
9865,Meera Iyer,July,Aloo Mutter/Aloo Gobi,4,Night,Wallet
4855,Anirban Roy,February,Ghee Rice,3,Morning,Card
7718,Priya Sharma,July,Egg Fried Rice,5,Night,Wallet
9218,Priya Sharma,June,Omlet (Single),5,Night,Cash
4825,Anirban Roy,April,Egg Masala (Double),4,Afternoon,Cash
4032,Arvind Das,November,Jeera Rice,2,Morning,Card
9085,Rajesh Gupta,May,Egg Chilly,4,Morning,UPI
7409,Anirban Roy,January,Paneer Butter Masala,3,Night,Cash
5143,Meera Iyer,January,Chicken Pepper Masala,4,Morning,Wallet
3350,Arvind Das,September,Dhal Fry,5,Night,Card
4363,Priya Sharma,June,Chicken Pepper Masala,1,Night,Cash
4671,Rajesh Gupta,March,Chilly Chicken (Full 12 Pcs),5,Evening,Wallet
8224,Rajesh Gupta,April,Chicken Kosha,3,Evening,UPI
1707,Meera Iyer,September,Chicken Masala,4,Afternoon,Cash
9138,Rajesh Gupta,May,Chicken Curry,2,Night,Card
2635,Priya Sharma,September,Channa Masala,4,Morning,Wallet
2859,Meera Iyer,October,Veg Meals,4,Evening,UPI
9372,Soham Bose,June,Chicken Fried Rice,2,Night,Cash
4750,Arvind Das,January,Roti,1,Morning,Wallet
3393,Rajesh Gupta,April,Mutton Biryani,5,Evening,Card
7005,Anirban Roy,February,Paneer Manchurian,4,Morning,Cash
4971,Meera Iyer,January,Mutter Paneer,4,Afternoon,Card
7252,Meera Iyer,April,Parota,1,Morning,Card
4633,Soham Bose,January,Chicken Do Pyaza,1,Evening,Wallet
7754,Meera Iyer,May,Chilly Chicken (Half 6 Pcs),1,Morning,UPI
5548,Rajesh Gupta,February,Cylon/Kerala Parota,5,Evening,Cash
9980,Sunita Sen,October,Tomato Fry,4,Evening,Wallet
6047,Arvind Das,February,Chicken Biryani,2,Afternoon,Cash
5562,Soham Bose,November,Chicken Masala,3,Afternoon,Cash
2984,Soham Bose,July,Dhal Fry,2,Morning,Wallet
3952,Soham Bose,November,Masala Dosa,5,Evening,Cash
3607,Arvind Das,August,Chicken Fry,2,Night,Card
1617,Soham Bose,June,Mutton Biryani,4,Evening,Wallet
1315,Soham Bose,January,Chicken Masala,1,Evening,Card
2375,Priya Sharma,May,Palak Paneer,1,Night,Wallet
6301,Rajesh Gupta,July,Poori Bajji (3 Pcs),3,Evening,Wallet
6037,Soham Bose,June,Kabab Full (8 Pcs),4,Evening,Wallet
1755,Arvind Das,October,Jeera Rice,1,Night,Wallet
8170,Soham Bose,January,Mutter Paneer,3,Night,UPI
7525,Rajesh Gupta,January,Rohu (Fry/Curry),4,Evening,Cash
4579,Rajesh Gupta,January,Omlet (Single),3,Evening,Card
8552,Arvind Das,November,Kashmiri Aloo Dum,2,Afternoon,Cash
8484,Rajesh Gupta,January,Chilly Chicken (Half 6 Pcs),5,Night,Wallet
5123,Priya Sharma,January,Poori Bajji (3 Pcs),3,Afternoon,Cash
8876,Soham Bose,June,Gobi Manchurian,1,Evening,Card
2823,Anirban Roy,September,Math Curry,2,Evening,Cash
5105,Anirban Roy,January,Veg Fried Rice,4,Night,UPI
7511,Anirban Roy,July,Roti,2,Evening,Cash
7079,Soham Bose,September,Paneer Manchurian,1,Evening,Cash
2870,Soham Bose,February,Parota,3,Afternoon,Card
5094,Arvind Das,September,Kabab Full (8 Pcs),3,Night,Card
8119,Meera Iyer,March,Egg Burji (2 Eggs),4,Afternoon,Card
3526,Meera Iyer,March,Chicken Kosha,2,Evening,Cash
5073,Rajesh Gupta,August,Mutton Biryani,3,Afternoon,UPI
5737,Meera Iyer,April,Paneer Butter Masala,3,Morning,Card
8320,Meera Iyer,May,Mutton Biryani,5,Morning,Wallet
8768,Arvind Das,June,Kabab Full (8 Pcs),2,Afternoon,Wallet
6830,Soham Bose,April,Egg Chilly,3,Night,Card
6652,Priya Sharma,January,Mutton Masala (Kosha/Fry/Kadai),5,Afternoon,Wallet
3197,Soham Bose,November,Ghee Rice,4,Night,Cash
8502,Meera Iyer,November,Chilly Chicken (Full 12 Pcs),2,Evening,UPI
3268,Priya Sharma,June,Palak Paneer,1,Morning,UPI
4963,Priya Sharma,September,Paneer Butter Masala,3,Evening,Card
6582,Meera Iyer,May,Egg Biryani,1,Afternoon,Wallet
2447,Arvind Das,August,Kabab Full (8 Pcs),2,Morning,Wallet
2871,Soham Bose,December,Mutton Biryani,3,Morning,Card
4894,Soham Bose,February,Poori Bajji (3 Pcs),5,Morning,Card
3423,Anirban Roy,January,Palak Paneer,2,Morning,Card
8499,Priya Sharma,September,Chicken Curry,2,Afternoon,Wallet
4352,Arvind Das,August,Kabab Half (4 Pcs),4,Night,Cash
6844,Arvind Das,February,Egg Biryani,2,Night,UPI
5186,Anirban Roy,November,Mutton Biryani,5,Night,Wallet
6474,Soham Bose,November,Chilly Chicken (Half 6 Pcs),1,Evening,Wallet
8587,Soham Bose,September,Chicken Do Pyaza,3,Morning,Cash
3421,Anirban Roy,August,Green Peas Masala,1,Night,Cash
7398,Meera Iyer,April,Veg Fried Rice,5,Morning,Wallet
9223,Anirban Roy,April,Cylon/Kerala Parota,4,Morning,UPI
1235,Anirban Roy,August,Channa Masala,1,Night,UPI
1137,Soham Bose,September,Green Peas Masala,4,Evening,Cash
1106,Soham Bose,March,Paneer Manchurian,1,Night,Card
3712,Priya Sharma,October,Egg Masala (Single),1,Morning,Cash
5800,Rajesh Gupta,September,Set Dosa (3 Pcs),4,Afternoon,Wallet
4746,Arvind Das,June,Egg Fried Rice,5,Night,Cash
9833,Meera Iyer,August,Omlet (Single),5,Night,Cash
3412,Meera Iyer,March,Katla (Fry/Curry),1,Evening,Wallet
7959,Meera Iyer,June,Bangda Fry (Ayala),1,Evening,Wallet
4790,Soham Bose,June,Idly (3 Pcs),2,Morning,UPI
6531,Arvind Das,July,Omlet (Single),1,Morning,Wallet
3897,Priya Sharma,June,Dhal Fry,2,Afternoon,Wallet
6734,Priya Sharma,July,Chilly Chicken (Half 6 Pcs),4,Night,Card
9749,Sunita Sen,May,Aloo Mutter/Aloo Gobi,1,Night,Wallet
3413,Rajesh Gupta,March,Egg Noodles,4,Morning,Cash
5530,Soham Bose,September,Omlet (Double),5,Afternoon,Cash
1373,Meera Iyer,March,Plain Dosa (2 Pcs),4,Night,UPI
9281,Soham Bose,January,Chilly Chicken (Half 6 Pcs),4,Afternoon,UPI
4714,Arvind Das,September,Veg Meals,4,Evening,Card
2124,Arvind Das,September,Tomato Fry,3,Afternoon,Cash
7191,Priya Sharma,June,Chicken Pepper Masala,5,Night,Cash
7000,Anirban Roy,February,Veg Noodles,3,Morning,Cash
4005,Meera Iyer,December,Veg Meals,1,Morning,UPI
5353,Soham Bose,January,Egg Torka,3,Night,Card
1743,Anirban Roy,November,Chicken Masala,3,Night,Card
8281,Rajesh Gupta,August,Bangda Fry (Ayala),3,Evening,Card
7041,Sunita Sen,February,Egg Fried Rice,3,Afternoon,UPI
4750,Meera Iyer,August,Plain Dosa (2 Pcs),3,Night,UPI
4897,Soham Bose,July,Katla (Fry/Curry),2,Morning,Wallet
9389,Anirban Roy,November,Mutton Masala (Kosha/Fry/Kadai),5,Night,Cash
3407,Priya Sharma,September,Roti,5,Night,Cash
8011,Sunita Sen,March,Egg Burji (2 Eggs),4,Night,Cash
1306,Rajesh Gupta,December,Omlet (Double),4,Afternoon,Card
2565,Priya Sharma,June,Butter Chicken,2,Night,Cash
4348,Arvind Das,April,Paneer Manchurian,3,Night,Cash
3531,Anirban Roy,March,Kabab Half (4 Pcs),2,Night,Wallet
8570,Soham Bose,February,Chicken Masala,4,Evening,Wallet
8701,Priya Sharma,January,Math Curry,4,Morning,Cash
5157,Soham Bose,July,Mutton Biryani,2,Morning,UPI
8786,Anirban Roy,July,Paneer Chilly,4,Night,UPI
3543,Rajesh Gupta,November,Egg Masala (Double),2,Afternoon,UPI
3969,Sunita Sen,June,Channa Masala,4,Night,Card
9070,Soham Bose,March,Chicken Pepper Masala,5,Morning,Card
9738,Priya Sharma,September,Green Peas Masala,4,Morning,Cash
5713,Arvind Das,March,Parota,1,Afternoon,UPI
4175,Anirban Roy,February,Gobi Manchurian,1,Night,Cash
7374,Soham Bose,July,Cylon/Kerala Parota,2,Night,Card
5823,Priya Sharma,May,Egg Chilly,1,Evening,Cash
7851,Sunita Sen,August,Onion Dosa,2,Night,Wallet
8641,Anirban Roy,October,Palak Paneer,3,Afternoon,Cash
5201,Meera Iyer,May,Egg Torka,3,Evening,Cash
8301,Soham Bose,April,Egg Torka,5,Afternoon,UPI
7590,Meera Iyer,January,Egg Torka,2,Night,Wallet
2182,Anirban Roy,August,Katla (Fry/Curry),3,Morning,UPI
4325,Soham Bose,March,Bangda Fry (Ayala),5,Afternoon,UPI
2201,Sunita Sen,September,Rohu (Fry/Curry),3,Afternoon,Cash
2968,Rajesh Gupta,July,Roti,5,Morning,UPI
9674,Arvind Das,December,Chicken Pepper Masala,2,Afternoon,Cash
6455,Soham Bose,November,Green Peas Masala,1,Afternoon,UPI
2310,Sunita Sen,September,Kashmiri Aloo Dum,2,Morning,UPI
2461,Meera Iyer,January,Mutter Paneer,4,Morning,Wallet
1854,Soham Bose,February,Paneer Manchurian,4,Afternoon,Cash
8237,Anirban Roy,September,Set Dosa (3 Pcs),4,Evening,Card
5040,Sunita Sen,November,Omlet (Double),5,Evening,Cash
3461,Priya Sharma,December,Veg Noodles,5,Night,UPI
2710,Meera Iyer,December,Paneer Manchurian,3,Night,Wallet
9875,Soham Bose,August,Cylon/Kerala Parota,3,Evening,Wallet
4464,Arvind Das,January,Kabab Full (8 Pcs),1,Morning,Cash
9584,Priya Sharma,March,Egg Biryani,5,Afternoon,Cash
4609,Priya Sharma,January,Idly (3 Pcs),3,Morning,Wallet
1636,Rajesh Gupta,July,Dhal Fry,5,Evening,Cash
3030,Arvind Das,December,Gobi Manchurian,3,Morning,Card
8881,Priya Sharma,December,Omlet (Double),4,Morning,Cash
7658,Soham Bose,February,Cylon/Kerala Parota,5,Morning,Cash
8164,Rajesh Gupta,January,Egg Chilly,4,Morning,Card
5618,Meera Iyer,July,Aloo Mutter/Aloo Gobi,3,Morning,Card
7644,Arvind Das,November,Paneer Manchurian,4,Evening,Wallet
8926,Soham Bose,July,Butter Chicken,2,Night,Wallet
2729,Meera Iyer,September,Jeera Rice,5,Evening,Wallet
5768,Soham Bose,August,Poori Bajji (3 Pcs),3,Morning,UPI
9521,Arvind Das,October,Aloo Posto,2,Morning,Cash
9921,Sunita Sen,July,Egg Fried Rice,3,Night,UPI
1963,Priya Sharma,May,Tomato Fry,2,Morning,Cash
3049,Anirban Roy,February,Gobi Manchurian,1,Night,Cash
2232,Soham Bose,October,Kabab Half (4 Pcs),2,Morning,Card
5324,Priya Sharma,June,Paneer Chilly,2,Morning,Cash
3758,Priya Sharma,September,Tomato Fry,3,Morning,UPI
5944,Rajesh Gupta,June,Plain Rice,4,Evening,Card
7017,Arvind Das,August,Green Peas Masala,4,Morning,Wallet
5960,Meera Iyer,June,Masala Dosa,5,Afternoon,Wallet
1134,Anirban Roy,February,Egg Fried Rice,5,Morning,Card
9913,Rajesh Gupta,April,Rohu (Fry/Curry),1,Evening,Card
1059,Sunita Sen,January,Set Dosa (3 Pcs),4,Morning,Card
2102,Sunita Sen,March,Mutter Paneer,4,Evening,Card
2964,Anirban Roy,May,Omlet (Double),4,Night,Cash
7178,Sunita Sen,February,Gobi Manchurian,5,Night,Card
1062,Sunita Sen,February,Chicken Fried Rice,3,Morning,Cash
4888,Priya Sharma,October,Chicken Curry,3,Afternoon,Card
2161,Priya Sharma,September,Chilly Chicken (Full 12 Pcs),4,Evening,Card
3771,Anirban Roy,June,Gobi Manchurian,5,Night,UPI
6088,Priya Sharma,March,Chicken Noodles,4,Afternoon,UPI
6774,Sunita Sen,May,Bangda Fry (Ayala),4,Afternoon,Wallet
7459,Rajesh Gupta,February,Egg Noodles,1,Morning,Wallet
9858,Arvind Das,March,Paneer Chilly,3,Evening,Cash
9713,Rajesh Gupta,April,Egg Fried Rice,5,Afternoon,Wallet
8052,Soham Bose,April,Plain Rice,1,Morning,Cash
8502,Anirban Roy,January,Palak Paneer,5,Morning,UPI
6652,Meera Iyer,October,Rohu (Fry/Curry),2,Afternoon,UPI
1191,Meera Iyer,September,Chicken Fry,3,Morning,Wallet
1856,Arvind Das,July,Chicken Do Pyaza,5,Morning,Card
1624,Sunita Sen,August,Chicken Curry,5,Evening,Cash
7711,Anirban Roy,September,Jeera Rice,4,Night,Card
9863,Meera Iyer,August,Dhal Fry,1,Morning,Cash
2273,Anirban Roy,January,Chicken Noodles,3,Afternoon,Cash
2905,Rajesh Gupta,June,Omlet (Double),3,Afternoon,UPI
7522,Meera Iyer,July,Kashmiri Aloo Dum,4,Morning,Wallet
6929,Meera Iyer,July,Chicken Fried Rice,2,Morning,Card
5632,Anirban Roy,September,Paneer Chilly,3,Night,Cash
3959,Sunita Sen,December,Chicken Kosha,1,Afternoon,Cash
8980,Soham Bose,September,Chicken Fried Rice,5,Night,UPI
8585,Arvind Das,August,Jeera Rice,5,Afternoon,Cash
6650,Soham Bose,July,Chilly Chicken (Full 12 Pcs),1,Night,Card
9381,Sunita Sen,July,Chilly Chicken (Half 6 Pcs),2,Afternoon,UPI
7149,Arvind Das,December,Plain Dosa (2 Pcs),5,Afternoon,Cash
4468,Sunita Sen,July,Egg Masala (Single),4,Afternoon,Wallet
3577,Anirban Roy,January,Ghee Rice,2,Night,UPI
8376,Arvind Das,January,Rohu (Fry/Curry),5,Afternoon,UPI
5894,Soham Bose,December,Aloo Mutter/Aloo Gobi,1,Evening,UPI
9160,Sunita Sen,December,Chicken Kosha,4,Morning,Wallet
5220,Soham Bose,May,Egg Biryani,1,Morning,Cash
9528,Sunita Sen,March,Math Curry,5,Night,Cash
5569,Arvind Das,July,Chilly Chicken (Half 6 Pcs),5,Afternoon,Card
1615,Arvind Das,October,Masala Rice,2,Afternoon,Card
4193,Soham Bose,September,Masala Dosa,4,Night,UPI
6640,Priya Sharma,May,Plain Rice,5,Morning,Cash
8221,Meera Iyer,December,Egg Masala (Double),4,Evening,Card
8297,Sunita Sen,October,Ghee Rice,3,Afternoon,Cash
4590,Priya Sharma,March,Egg Masala (Double),4,Night,Cash
9072,Rajesh Gupta,February,Kabab Full (8 Pcs),5,Morning,Cash
4020,Rajesh Gupta,March,Egg Torka,5,Evening,Card
6937,Anirban Roy,December,Palak Paneer,5,Evening,Wallet
3232,Soham Bose,March,Egg Fried Rice,5,Afternoon,Cash
3824,Rajesh Gupta,February,Poori Bajji (3 Pcs),5,Morning,Cash
5160,Soham Bose,September,Butter Dhal Fry,1,Afternoon,Cash
1476,Anirban Roy,June,Gobi Manchurian,1,Afternoon,Card
4211,Arvind Das,June,Chicken Fried Rice,4,Morning,Card
7464,Sunita Sen,May,Rohu (Fry/Curry),1,Morning,Card
8399,Priya Sharma,June,Butter Dhal Fry,5,Morning,UPI
7969,Sunita Sen,April,Channa Masala,5,Morning,Wallet
7481,Anirban Roy,November,Gobi Manchurian,5,Morning,Card
9738,Arvind Das,February,Veg Meals,5,Afternoon,Cash
6508,Sunita Sen,December,Roti,3,Afternoon,Card
3684,Arvind Das,December,Egg Burji (2 Eggs),4,Evening,Card
7772,Priya Sharma,March,Gobi Manchurian,3,Afternoon,Card
5234,Arvind Das,May,Masala Rice,5,Night,Wallet
1668,Anirban Roy,January,Kashmiri Aloo Dum,2,Morning,Card
5136,Rajesh Gupta,November,Egg Noodles,1,Night,UPI
8363,Anirban Roy,October,Chicken Fry,5,Afternoon,Wallet
6963,Meera Iyer,December,Jeera Rice,2,Morning,UPI
2966,Anirban Roy,December,Parota,4,Evening,Wallet
7371,Anirban Roy,May,Chicken Biryani,1,Morning,Card
8595,Anirban Roy,May,Ghee Rice,2,Evening,Cash
8455,Priya Sharma,May,Paneer Chilly,4,Night,UPI
7593,Rajesh Gupta,March,Masala Dosa,3,Morning,Wallet
5481,Priya Sharma,March,Egg Chilly,1,Morning,Card
4687,Rajesh Gupta,August,Rohu (Fry/Curry),3,Evening,Wallet
8709,Soham Bose,February,Egg Masala (Double),3,Evening,Card
3762,Priya Sharma,August,Chicken Pepper Masala,1,Afternoon,UPI
1329,Soham Bose,May,Katla (Fry/Curry),5,Night,Wallet
5351,Sunita Sen,January,Egg Fried Rice,5,Night,Card
9073,Anirban Roy,March,Math Curry,5,Evening,Cash
6411,Rajesh Gupta,May,Kashmiri Aloo Dum,3,Morning,UPI
3399,Soham Bose,March,Math Curry,1,Morning,Cash
9512,Priya Sharma,November,Onion Dosa,2,Evening,Cash
7182,Anirban Roy,May,Paneer Manchurian,1,Morning,UPI
4542,Soham Bose,November,Chicken Noodles,1,Evening,Cash
9526,Meera Iyer,November,Paneer Chilly,4,Night,Cash
8611,Sunita Sen,July,Rohu (Fry/Curry),2,Evening,UPI
6913,Sunita Sen,October,Chicken Kosha,4,Night,UPI
4676,Sunita Sen,July,Parota,1,Night,Card
3012,Priya Sharma,October,Egg Masala (Single),5,Afternoon,Wallet
1740,Arvind Das,October,Egg Noodles,1,Evening,Cash
9505,Soham Bose,March,Ghee Rice,5,Evening,Wallet
6384,Priya Sharma,April,Chicken Biryani,3,Afternoon,Wallet
4831,Rajesh Gupta,December,Masala Dosa,5,Night,Wallet
6855,Priya Sharma,October,Chicken Kosha,1,Morning,Cash
9962,Priya Sharma,September,Parota,1,Morning,UPI
1047,Rajesh Gupta,January,Green Peas Masala,4,Evening,Card
1842,Meera Iyer,June,Poori Bajji (3 Pcs),1,Evening,Card
2809,Meera Iyer,March,Butter Chicken,1,Afternoon,Card
8063,Meera Iyer,May,Tomato Fry,4,Night,UPI
2794,Meera Iyer,July,Chilly Chicken (Half 6 Pcs),1,Night,UPI
8389,Arvind Das,November,Onion Dosa,5,Evening,Card
5775,Anirban Roy,June,Masala Dosa,5,Evening,Wallet
8784,Sunita Sen,August,Dhal Fry,4,Morning,Wallet
5124,Meera Iyer,April,Kabab Full (8 Pcs),4,Morning,Cash
7391,Priya Sharma,August,Tomato Fry,4,Evening,UPI
2762,Rajesh Gupta,January,Chicken Kosha,2,Evening,Cash
2424,Soham Bose,October,Kabab Half (4 Pcs),1,Evening,Cash
3631,Meera Iyer,March,Egg Masala (Single),5,Night,UPI
5318,Priya Sharma,August,Set Dosa (3 Pcs),1,Morning,Wallet
1344,Soham Bose,September,Veg Noodles,5,Morning,Wallet
6411,Sunita Sen,December,Egg Burji (2 Eggs),1,Afternoon,Cash
2644,Priya Sharma,September,Mutton Masala (Kosha/Fry/Kadai),1,Night,Card
7401,Soham Bose,August,Veg Meals,3,Night,Wallet
6368,Arvind Das,November,Roti,4,Morning,Cash
6696,Sunita Sen,June,Math Curry,1,Evening,UPI
1191,Arvind Das,August,Egg Torka,2,Afternoon,UPI
3405,Meera Iyer,February,Katla (Fry/Curry),2,Night,Cash
8665,Sunita Sen,May,Gobi Manchurian,3,Afternoon,Cash
7653,Arvind Das,August,Veg Meals,2,Evening,Wallet
8303,Anirban Roy,August,Poori Bajji (3 Pcs),4,Afternoon,Cash
8163,Priya Sharma,April,Green Peas Masala,5,Morning,UPI
